squad,lake,id_historia,numero,titulo,papel,recurso,duracao_dias_uteis,data_inicio,data_fim
Squad 4,SHARED SERVICES,[SHARED SERVICES - 1],1,Entidade: Rubi - Empresas e Filiais - Parte 1 (Cadastros Principais) - TAMANHO: G,Engenheiro,Engenheiro 1,5.0,01/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 1],1,Entidade: Rubi - Empresas e Filiais - Parte 1 (Cadastros Principais) - TAMANHO: G,Analista,Analista 1,5.0,01/04/2026,08/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 2],2,Entidade: Rubi - Calendário e Feriados - TAMANHO: P,Engenheiro,Engenheiro 5,2.0,01/04/2026,02/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 3],3,Entidade: Rubi - Escalas e Eventos de Folha - TAMANHO: G,Engenheiro,Engenheiro 2,4.0,01/04/2026,07/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 3],3,Entidade: Rubi - Escalas e Eventos de Folha - TAMANHO: G,Analista,Analista 2,4.0,01/04/2026,07/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 4],4,Entidade: Rubi - Situações e Sindicatos - TAMANHO: G,Engenheiro,Engenheiro 3,3.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 4],4,Entidade: Rubi - Situações e Sindicatos - TAMANHO: G,Analista,Analista 2,4.0,08/04/2026,13/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 5],5,Entidade: Rubi - Estrutura Organizacional (Organograma) - TAMANHO: G,Engenheiro,Engenheiro 4,3.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 5],5,Entidade: Rubi - Estrutura Organizacional (Organograma) - TAMANHO: G,Analista,Analista 1,6.0,09/04/2026,16/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 6],6,"Entidade: Rubi - Postos de Trabalho, Centros de Custo e Deficiências - TAMANHO: G",Engenheiro,Engenheiro 5,3.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 6],6,"Entidade: Rubi - Postos de Trabalho, Centros de Custo e Deficiências - TAMANHO: G",Analista,Analista 2,5.0,14/04/2026,20/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 7],7,"Entidade: Rubi - Cadastros de Grau de Instrução, Vínculos e Nacionalidades - TAMANHO: G",Engenheiro,Engenheiro 6,3.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 7],7,"Entidade: Rubi - Cadastros de Grau de Instrução, Vínculos e Nacionalidades - TAMANHO: G",Analista,Analista 1,6.0,17/04/2026,27/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 8],8,Entidade: Rubi - Cargos e CBO (Classificação Brasileira de Ocupações) - TAMANHO: M,Engenheiro,Engenheiro 7,2.0,01/04/2026,02/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 8],8,Entidade: Rubi - Cargos e CBO (Classificação Brasileira de Ocupações) - TAMANHO: M,Analista,Analista 2,2.0,22/04/2026,23/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 9],9,Entidade: Rubi - FPAS e Terceiros (Previdência Social) - TAMANHO: G,Engenheiro,Engenheiro 8,3.0,01/04/2026,06/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 9],9,Entidade: Rubi - FPAS e Terceiros (Previdência Social) - TAMANHO: G,Analista,Analista 2,2.0,24/04/2026,27/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 10],10,Entidade: Rubi - Empresas e Filiais - Parte 2 (Liminares) - TAMANHO: G,Engenheiro,Engenheiro 6,3.0,01/04/2026,06/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 10],10,Entidade: Rubi - Empresas e Filiais - Parte 2 (Liminares) - TAMANHO: G,Analista,Analista 1,7.0,27/04/2026,06/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 11],11,Entidade: Rubi - Empresas e Filiais - Parte 3 (Views Analíticas Restantes) - TAMANHO: M,Analista,Analista 2,4.0,27/04/2026,30/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 12],12,Entidade: Rubi - Outras Empresas e Anuidades de Colaboradores - TAMANHO: M,Engenheiro,Engenheiro 7,2.0,06/04/2026,07/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 12],12,Entidade: Rubi - Outras Empresas e Anuidades de Colaboradores - TAMANHO: M,Analista,Analista 1,4.0,28/04/2026,04/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 13],13,Entidade: Rubi - Ficha Complementar e Informações de Estágio - TAMANHO: M,Engenheiro,Engenheiro 3,2.0,07/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 13],13,Entidade: Rubi - Ficha Complementar e Informações de Estágio - TAMANHO: M,Analista,Analista 2,6.0,28/04/2026,06/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 14],14,Entidade: Rubi - Percentuais Livres do Empregado - TAMANHO: P,Engenheiro,Engenheiro 7,1.0,01/04/2026,01/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 14],14,Entidade: Rubi - Percentuais Livres do Empregado - TAMANHO: P,Analista,Analista 2,2.0,04/05/2026,05/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 15],15,Entidade: Rubi - Ficha Básica do Colaborador - TAMANHO: G,Engenheiro,Engenheiro 4,1.0,07/04/2026,07/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 15],15,Entidade: Rubi - Ficha Básica do Colaborador - TAMANHO: G,Analista,Analista 1,8.0,05/05/2026,14/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 16],16,Entidade: Rubi - Históricos de Colaboradores - Parte 1 - TAMANHO: G,Engenheiro,Engenheiro 3,3.0,01/04/2026,06/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 16],16,Entidade: Rubi - Históricos de Colaboradores - Parte 1 - TAMANHO: G,Analista,Analista 2,7.0,06/05/2026,14/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 17],17,Entidade: Rubi - Históricos de Colaboradores - Parte 2 - TAMANHO: G,Engenheiro,Engenheiro 8,3.0,01/04/2026,06/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 17],17,Entidade: Rubi - Históricos de Colaboradores - Parte 2 - TAMANHO: G,Analista,Analista 1,7.0,07/05/2026,15/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 18],18,Entidade: Rubi - Históricos de Colaboradores - Parte 3 - TAMANHO: G,Engenheiro,Engenheiro 5,4.0,07/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 18],18,Entidade: Rubi - Históricos de Colaboradores - Parte 3 - TAMANHO: G,Analista,Analista 2,6.0,07/05/2026,14/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 19],19,Entidade: Rubi - Históricos de Colaboradores - Parte 4 - TAMANHO: G,Analista,Analista 2,7.0,15/05/2026,25/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 20],20,Entidade: Rubi - Afastamentos de Colaboradores - TAMANHO: P,Engenheiro,Engenheiro 6,1.0,07/04/2026,07/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 20],20,Entidade: Rubi - Afastamentos de Colaboradores - TAMANHO: P,Analista,Analista 1,3.0,15/05/2026,19/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 21],21,Entidade: Rubi - Férias - Parte 1 (Recibos e Períodos) - TAMANHO: M,Engenheiro,Engenheiro 8,2.0,07/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 21],21,Entidade: Rubi - Férias - Parte 1 (Recibos e Períodos) - TAMANHO: M,Analista,Analista 2,4.0,15/05/2026,20/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 22],22,Entidade: Rubi - Férias - Parte 2 (Programação) - TAMANHO: P,Engenheiro,Engenheiro 2,1.0,01/04/2026,01/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 22],22,Entidade: Rubi - Férias - Parte 2 (Programação) - TAMANHO: P,Analista,Analista 1,3.0,18/05/2026,20/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 23],23,Entidade: Rubi - Causas de Demissão - TAMANHO: P,Engenheiro,Engenheiro 2,1.0,08/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 23],23,Entidade: Rubi - Causas de Demissão - TAMANHO: P,Analista,Analista 1,2.0,20/05/2026,21/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 24],24,Entidade: Rubi - Rescisão - Parte 1 (Mestre e Complementar) - TAMANHO: M,Engenheiro,Engenheiro 4,2.0,01/04/2026,02/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 24],24,Entidade: Rubi - Rescisão - Parte 1 (Mestre e Complementar) - TAMANHO: M,Analista,Analista 1,4.0,21/05/2026,26/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 25],25,Entidade: Rubi - Rescisão - Parte 2 (Eventos) - TAMANHO: M,Engenheiro,Engenheiro 4,1.0,08/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 25],25,Entidade: Rubi - Rescisão - Parte 2 (Eventos) - TAMANHO: M,Analista,Analista 2,3.0,21/05/2026,25/05/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 26],26,Entidade: Rubi - Códigos de Cálculo - TAMANHO: P,Engenheiro,Engenheiro 6,1.0,08/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 26],26,Entidade: Rubi - Códigos de Cálculo - TAMANHO: P,Analista,Analista 1,2.0,22/05/2026,25/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 27],27,Entidade: Rubi - Movimento para Folha - TAMANHO: M,Engenheiro,Engenheiro 1,1.0,01/04/2026,01/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 27],27,Entidade: Rubi - Movimento para Folha - TAMANHO: M,Analista,Analista 2,2.0,26/05/2026,27/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 28],28,Entidade: Rubi - Informações Demonstrativo Pagamento - TAMANHO: P,Engenheiro,Engenheiro 1,1.0,02/04/2026,02/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 29],29,Entidade: Rubi - Ficha Financeira (PARTICIONADA CRÍTICA) - TAMANHO: G,Engenheiro,Engenheiro 7,1.0,08/04/2026,08/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 29],29,Entidade: Rubi - Ficha Financeira (PARTICIONADA CRÍTICA) - TAMANHO: G,Analista,Analista 1,6.0,26/05/2026,02/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 30],30,Entidade: Rubi - Códigos Lançamento Contábil e Naturezas de Despesa - TAMANHO: M,Engenheiro,Engenheiro 1,2.0,09/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 30],30,Entidade: Rubi - Códigos Lançamento Contábil e Naturezas de Despesa - TAMANHO: M,Analista,Analista 2,4.0,26/05/2026,29/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 31],31,Entidade: Rubi - Contabilização (PARTICIONADA) - TAMANHO: M,Engenheiro,Engenheiro 2,1.0,02/04/2026,02/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 31],31,Entidade: Rubi - Contabilização (PARTICIONADA) - TAMANHO: M,Analista,Analista 1,3.0,27/05/2026,29/05/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 32],32,"Entidade: Rubi - Dados Geográficos (Bairros, Cidades, Países) - TAMANHO: G",Engenheiro,Engenheiro 7,3.0,02/04/2026,07/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 32],32,"Entidade: Rubi - Dados Geográficos (Bairros, Cidades, Países) - TAMANHO: G",Analista,Analista 2,6.0,28/05/2026,05/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 33],33,Entidade: Rubi - Motivos de Movimentação - TAMANHO: P,Engenheiro,Engenheiro 1,1.0,06/04/2026,06/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 33],33,Entidade: Rubi - Motivos de Movimentação - TAMANHO: P,Analista,Analista 1,2.0,01/06/2026,02/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 34],34,Entidade: Rubi - Ficha Médica e Deficiências - TAMANHO: M,Engenheiro,Engenheiro 2,2.0,09/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 34],34,Entidade: Rubi - Ficha Médica e Deficiências - TAMANHO: M,Analista,Analista 2,4.0,01/06/2026,05/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 35],35,Entidade: Rubi - eSocial - Pendências - TAMANHO: P,Engenheiro,Engenheiro 2,1.0,06/04/2026,06/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 35],35,Entidade: Rubi - eSocial - Pendências - TAMANHO: P,Analista,Analista 1,2.0,03/06/2026,05/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 36],36,Entidade: Rubi - eSocial - Status (PARTICIONADAS STAGING) - TAMANHO: M,Engenheiro,Engenheiro 3,2.0,09/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 36],36,Entidade: Rubi - eSocial - Status (PARTICIONADAS STAGING) - TAMANHO: M,Analista,Analista 1,4.0,03/06/2026,09/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 37],37,Entidade: Rubi - Listas Definidas pelo Usuário - TAMANHO: M,Engenheiro,Engenheiro 4,2.0,06/04/2026,07/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 37],37,Entidade: Rubi - Listas Definidas pelo Usuário - TAMANHO: M,Analista,Analista 1,5.0,08/06/2026,12/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 38],38,Entidade: Rubi - Tabelas Usuário - Crédito Bancário - TAMANHO: G,Engenheiro,Engenheiro 5,7.0,06/04/2026,14/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 38],38,Entidade: Rubi - Tabelas Usuário - Crédito Bancário - TAMANHO: G,Analista,Analista 2,1.0,08/06/2026,08/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 39],39,Entidade: Rubi - Tabelas Usuário - Cronograma e Registro de Encargos - TAMANHO: G,Engenheiro,Engenheiro 4,9.0,09/04/2026,22/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 39],39,Entidade: Rubi - Tabelas Usuário - Cronograma e Registro de Encargos - TAMANHO: G,Analista,Analista 2,1.0,08/06/2026,08/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 40],40,Entidade: Rubi - Views Analíticas RH - Parte 1 - TAMANHO: M,Analista,Analista 2,6.0,09/06/2026,16/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 41],41,Entidade: Rubi - Views Analíticas Especiais e Integração Qlik - TAMANHO: M,Analista,Analista 2,2.0,09/06/2026,10/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 42],42,Entidade: Rubi - Tabelas Schema-Only / GTS Analytics - TAMANHO: G,Engenheiro,Engenheiro 1,10.0,07/04/2026,20/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 43],43,Entidade: Rubi - Tabelas Schema-Only - Lote 2 - TAMANHO: G,Engenheiro,Engenheiro 2,8.0,07/04/2026,16/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 44],44,Entidade: CIC - Controle de Compensação - TAMANHO: P,Engenheiro,Engenheiro 6,2.0,09/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 44],44,Entidade: CIC - Controle de Compensação - TAMANHO: P,Analista,Analista 1,1.0,10/06/2026,10/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 45],45,Entidade: Egate - Notas Fiscais de Serviço e Gestão BP - TAMANHO: M,Engenheiro,Engenheiro 7,2.0,09/04/2026,10/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 45],45,Entidade: Egate - Notas Fiscais de Serviço e Gestão BP - TAMANHO: M,Analista,Analista 1,2.0,11/06/2026,12/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 46],46,Entidade: Egate - Movimentação e Entrada de Notas - TAMANHO: P,Engenheiro,Engenheiro 3,2.0,07/04/2026,08/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 47],47,Entidade: Egate - Complemento de Preço e Garantias - TAMANHO: P,Engenheiro,Engenheiro 6,3.0,07/04/2026,09/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 48],48,Entidade: Egate - Refaturamento - TAMANHO: P,Engenheiro,Engenheiro 8,1.0,07/04/2026,07/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 49],49,Entidade: Logs de SLA de Itens - Portal GT - TAMANHO: P,Engenheiro,Engenheiro 4,1.0,08/04/2026,08/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 50],50,Entidade: Documentos Fiscais TaxOne - Ingestão API Síncrona - TAMANHO: G,Engenheiro,Engenheiro 7,8.0,08/04/2026,17/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 51],51,Entidade: Documentos Fiscais TaxOne - Views Analíticas - TAMANHO: M,Analista,Analista 2,4.0,11/06/2026,16/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 52],52,Entidade: Tabelas Manuais - TAMANHO: P,Engenheiro,Engenheiro 8,3.0,08/04/2026,10/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 53],53,"Entidade: Workday - Dados Pessoais, Remuneração, Benefícios e Financeiro - Ingestão Base - TAMANHO: G",Engenheiro,Engenheiro 3,8.0,09/04/2026,20/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 54],54,Entidade: Workday - Contratação e Organização - Ingestão Base - TAMANHO: G,Engenheiro,Engenheiro 4,6.0,09/04/2026,16/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 54],54,Entidade: Workday - Contratação e Organização - Ingestão Base - TAMANHO: G,Analista,Analista 1,3.0,15/06/2026,17/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 55],55,"Entidade: Workday - Dados Pessoais, Remuneração, Benefícios e Financeiro - Views Analíticas - TAMANHO: M",Analista,Analista 1,5.0,15/06/2026,19/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 56],56,Entidade: Workday - Views Normalized - Dados Pessoais Parte 1 - TAMANHO: G,Analista,Analista 2,9.0,17/06/2026,29/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 57],57,Entidade: Workday - Views Normalized - Contratação - TAMANHO: M,Analista,Analista 2,6.0,17/06/2026,24/06/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 58],58,Entidade: Workday - Views Normalized - Estrutura Organizacional Parte 1 - TAMANHO: G,Analista,Analista 1,6.0,18/06/2026,25/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 59],59,Entidade: Workday - Views Normalized - Estrutura Organizacional Parte 2 - TAMANHO: M,Analista,Analista 1,5.0,22/06/2026,26/06/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 60],60,Entidade: Workday - Views Normalized - Movimentação de Pessoal Parte 1 - TAMANHO: G,Analista,Analista 2,7.0,25/06/2026,03/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 61],61,Entidade: Workday - Views Normalized - Movimentação de Pessoal Parte 2 - TAMANHO: G,Analista,Analista 1,7.0,26/06/2026,06/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 62],62,Entidade: Workday - Views Normalized - Remuneração Parte 1 - TAMANHO: G,Analista,Analista 1,7.0,29/06/2026,07/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 63],63,Entidade: Workday - Views Normalized - Remuneração Parte 2 - TAMANHO: P,Analista,Analista 2,3.0,30/06/2026,02/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 64],64,Entidade: Workday - Views Normalized - Benefícios Parte 1 - TAMANHO: G,Analista,Analista 2,8.0,03/07/2026,14/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 65],65,Entidade: Workday - Views Normalized - Desligamento - TAMANHO: P,Analista,Analista 2,3.0,06/07/2026,08/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 66],66,Entidade: Workday - Views Analytics - Remuneração e Desligamento - TAMANHO: M,Analista,Analista 1,1.0,07/07/2026,07/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 67],67,"Entidade: SOI - Tabelas Base (Family Members, PLM, WT8) - TAMANHO: P",Engenheiro,Engenheiro 8,3.0,09/04/2026,13/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 68],68,"Entidade: SOI - Tabelas Particionadas (Basic Data, Local Data, Actions) - TAMANHO: P",Engenheiro,Engenheiro 6,3.0,10/04/2026,14/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 69],69,Entidade: SOI - Tabelas de Configuração - TAMANHO: G,Engenheiro,Engenheiro 8,10.0,13/04/2026,27/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 70],70,Entidade: SOI - Tabelas de Configuração - Parte 2 - TAMANHO: G,Engenheiro,Engenheiro 1,10.0,13/04/2026,27/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 71],71,Entidade: SOI - Tabelas de Configuração - Parte 3 - TAMANHO: G,Engenheiro,Engenheiro 2,9.0,13/04/2026,24/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 72],72,Entidade: SOI - Tabelas de Staging (Schema Only) - Parte 4 - TAMANHO: G,Engenheiro,Engenheiro 3,3.0,13/04/2026,15/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 73],73,Entidade: SOI - Views Base (Check Grupo FCA) - TAMANHO: P,Analista,Analista 1,2.0,08/07/2026,09/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 74],74,Entidade: SOI - Views Primárias FCA_RH_SOI - Parte 1 (PSA e Dados Base) - TAMANHO: G,Analista,Analista 1,10.0,08/07/2026,21/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 75],75,Entidade: SOI - Views Primárias FCA_RH_SOI - Parte 2 (Basic Data) - TAMANHO: M,Analista,Analista 2,4.0,09/07/2026,14/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 76],76,Entidade: SOI - Views de Validação e Check - TAMANHO: M,Analista,Analista 1,5.0,10/07/2026,16/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 77],77,Entidade: SOI - Views de Employee Data - TAMANHO: M,Analista,Analista 2,4.0,15/07/2026,20/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 78],78,Entidade: SOI - Views de Forecast e Budget - TAMANHO: P,Analista,Analista 2,2.0,15/07/2026,16/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 79],79,Entidade: SOI - Views Stellantis Employee - Parte 1 (Core) - TAMANHO: G,Analista,Analista 1,6.0,17/07/2026,24/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 80],80,Entidade: SOI - Views Stellantis Employee - Parte 2 (Especializadas) - TAMANHO: G,Analista,Analista 2,8.0,17/07/2026,28/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 81],81,"Entidade: SOI - Views Stellantis Especiais (FLUA, Apps, Manufatura) - TAMANHO: G",Analista,Analista 2,8.0,21/07/2026,30/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 82],82,Entidade: SOI - Views de Liderança e Índices - TAMANHO: P,Analista,Analista 1,3.0,22/07/2026,24/07/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 83],83,Entidade: SOI - Views Analíticas de Consumo (Datasets Especializados) - TAMANHO: G,Analista,Analista 1,10.0,27/07/2026,07/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 84],84,Entidade: CROSS - Views de Validação e Check de Erros - TAMANHO: P,Analista,Analista 1,3.0,27/07/2026,29/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 85],85,Entidade: CROSS - Views de Budget e Forecast - TAMANHO: P,Analista,Analista 2,2.0,29/07/2026,30/07/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 86],86,Entidade: CROSS - Views de Employee Data e People Analytics - TAMANHO: M,Analista,Analista 1,4.0,30/07/2026,04/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 87],87,Entidade: HandsOn - Tabelas Base Handson (Formulários) - TAMANHO: M,Engenheiro,Engenheiro 5,2.0,13/04/2026,14/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 89],89,Entidade: HandsOn - Tabelas de Processos Digitais (Offboarding) - TAMANHO: G,Engenheiro,Engenheiro 5,4.0,15/04/2026,20/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 89],89,Entidade: HandsOn - Tabelas de Processos Digitais (Offboarding) - TAMANHO: G,Analista,Analista 2,5.0,31/07/2026,06/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 90],90,Entidade: HandsOn - Tabelas de Segurança (Security Card) - TAMANHO: M,Analista,Analista 2,3.0,31/07/2026,04/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 91],91,"Entidade: HandsOn - Dados Demográficos (Etnia, Gênero, Nome Social) - TAMANHO: G",Engenheiro,Engenheiro 6,5.0,13/04/2026,17/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 91],91,"Entidade: HandsOn - Dados Demográficos (Etnia, Gênero, Nome Social) - TAMANHO: G",Analista,Analista 1,5.0,05/08/2026,11/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 92],92,Entidade: HandsOn - Processos Digitais Gerais - TAMANHO: P,Engenheiro,Engenheiro 7,2.0,13/04/2026,14/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 92],92,Entidade: HandsOn - Processos Digitais Gerais - TAMANHO: P,Analista,Analista 2,1.0,05/08/2026,05/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 93],93,Entidade: HandsOn - Dados PWD (Pessoa com Deficiência) - TAMANHO: M,Engenheiro,Engenheiro 8,2.0,14/04/2026,15/04/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 93],93,Entidade: HandsOn - Dados PWD (Pessoa com Deficiência) - TAMANHO: M,Analista,Analista 2,2.0,06/08/2026,07/08/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 94],94,Entidade: HandsOn - Tabelas Formulário Alternativas - TAMANHO: P,Engenheiro,Engenheiro 6,2.0,15/04/2026,16/04/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 94],94,Entidade: HandsOn - Tabelas Formulário Alternativas - TAMANHO: P,Analista,Analista 2,1.0,07/08/2026,07/08/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 95],95,Entidade: HandsOn - Views de Controle e Variações - TAMANHO: P,Analista,Analista 1,3.0,10/08/2026,12/08/2026
Squad 1,SHARED SERVICES,[SHARED SERVICES - 96],96,Entidade: HandsOn - Views de Integração HRIS - TAMANHO: P,Analista,Analista 2,2.0,10/08/2026,11/08/2026
Squad 4,SHARED SERVICES,[SHARED SERVICES - 97],97,Entidade: HandsOn - Views de Integração HS Security Card - TAMANHO: P,Analista,Analista 2,3.0,10/08/2026,12/08/2026
